City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
374,la paz,-16.5,-68.15,48.58,75,20,5.75,BO,1697607696
375,mugia,43.1,-9.22,64.17,88,100,18.68,ES,1697607696
376,taro,-8.39,115.28,80.6,54,32,3.94,ID,1697607696
377,kapa'a,22.08,-159.32,80.58,78,75,4.61,US,1697607696
378,kropp,54.42,9.52,46.22,96,40,3.44,DE,1697607696
379,guiuan,11.03,125.72,83.68,74,18,8.41,PH,1697607696
380,bengkulu,-3.8,102.27,81.91,73,32,10.8,ID,1697607697
381,anta,25.15,76.3,85.57,41,0,5.06,IN,1697607697
382,grande prairie,55.17,-118.8,44.78,81,75,0.0,CA,1697607697
383,behshahr,36.69,53.55,67.95,70,24,4.43,IR,1697607697
384,pisco,-13.7,-76.22,66.25,88,0,12.66,PE,1697607697
385,luza,60.63,47.25,35.47,96,100,14.09,RU,1697607697
386,port saint john's,-31.62,29.54,67.59,67,1,8.61,ZA,1697607697
387,coruripe,-10.13,-36.18,72.41,81,98,5.75,BR,1697607697
388,tangalle,6.02,80.79,78.96,92,100,7.29,LK,1697607698
389,tura,25.52,90.22,80.04,68,0,3.4,IN,1697607698
390,abepura,-2.63,140.58,90.41,55,40,3.44,ID,1697607698
391,eirunepe,-6.66,-69.87,72.37,87,73,1.79,BR,1697607507
392,kilju,40.96,129.33,65.59,46,94,5.1,KP,1697607698
393,enoch,37.77,-113.02,59.47,36,0,6.91,US,1697607698
394,san luis de la loma,17.27,-100.89,77.97,90,100,2.86,MX,1697607698
395,rodolfo sanchez taboada,31.72,-116.57,62.1,83,87,2.1,MX,1697607699
396,carnarvon,-24.87,113.63,85.96,36,0,19.37,AU,1697607699
397,shihezi,44.3,86.03,58.6,23,3,6.49,CN,1697607699
398,jiquilpan de juarez,19.98,-102.72,60.08,65,100,0.81,MX,1697607699
399,bubaque,11.28,-15.83,82.09,73,84,4.88,GW,1697607699
400,okulovka,58.4,33.29,37.56,94,42,5.01,RU,1697607699
401,ixtapa,20.7,-105.2,78.03,89,0,5.75,MX,1697607699
402,kanaya,34.82,138.13,74.68,53,20,10.36,JP,1697607699
403,male,4.17,73.51,89.55,66,75,9.22,MV,1697607699
404,nadym,65.53,72.52,44.42,87,90,16.11,RU,1697607700
405,linfen,36.09,111.52,67.21,47,99,2.01,CN,1697607700
406,itoman,26.12,127.67,82.78,53,20,6.91,JP,1697607629
407,vila franca do campo,37.72,-25.43,76.19,99,99,18.07,PT,1697607700
408,tadine,-21.55,167.88,72.55,94,96,16.96,NC,1697607700
409,moree,-29.47,149.85,81.63,19,0,5.17,AU,1697607700
410,filingue,14.35,3.32,87.31,23,97,7.43,NE,1697607700
411,javanrud,34.8,46.52,61.43,48,0,4.05,IR,1697607701
412,fonte boa,-2.5,-66.27,74.5,86,23,0.94,BR,1697607701
413,bongaree,-27.08,153.16,75.22,59,83,21.5,AU,1697607701
414,kalemie,-5.95,29.19,78.98,61,57,4.72,CD,1697607701
415,kirakira,-10.45,161.92,81.73,80,99,6.93,SB,1697607701
416,tralee,52.27,-9.7,56.25,90,100,24.85,IE,1697607545
417,al hazm,16.16,44.78,79.77,23,23,4.43,YE,1697607701
418,zapata,26.91,-99.27,62.71,59,0,3.44,US,1697607522
419,los alamos,35.89,-106.31,60.58,26,0,1.01,US,1697607702
420,severo-yeniseyskiy,60.37,93.04,33.58,76,95,4.0,RU,1697607702
421,olinda,-8.01,-34.86,73.13,83,75,6.91,BR,1697607413
422,paita,-5.09,-81.11,68.67,83,21,11.48,PE,1697607702
423,truro,50.27,-5.05,60.08,94,20,24.16,GB,1697607702
424,polyarnyy,69.2,33.45,36.41,72,100,17.36,RU,1697607702
425,mahina,-17.51,-149.49,80.37,69,40,13.8,PF,1697607702
426,amuntai,-2.42,115.25,90.0,49,48,5.88,ID,1697607702
427,chonchi,-42.61,-73.81,45.61,92,87,2.93,CL,1697607702
428,catbalogan,11.85,124.92,85.01,66,64,1.19,PH,1697607703
429,salida,37.71,-121.08,71.89,72,0,0.0,US,1697607569
430,cankaya,39.92,32.86,54.5,73,75,4.61,TR,1697607703
431,cabinda,-5.55,12.2,78.94,89,75,4.61,AO,1697607703
432,pundong,-7.95,110.35,88.11,55,75,18.57,ID,1697607704
433,sarmiento,-45.59,-69.07,57.0,45,65,5.46,AR,1697607704
434,malpe,13.35,74.72,87.1,71,57,3.47,IN,1697607704
435,el calafate,-50.34,-72.28,42.62,79,100,2.53,AR,1697607704
436,labytnangi,66.66,66.42,35.26,100,100,4.07,RU,1697607704
437,fort st. john,56.25,-120.85,46.29,66,75,9.22,CA,1697607704
438,selfoss,63.93,-21.0,48.04,81,100,26.06,IS,1697607704
439,gorom-gorom,14.44,-0.24,85.87,35,89,5.17,BF,1697607704
440,karatas,36.58,35.37,69.94,71,50,8.1,TR,1697607705
441,soc trang,9.6,105.98,87.75,67,59,8.52,VN,1697607705
442,sao gotardo,-19.31,-46.05,66.63,54,56,3.0,BR,1697607705
443,mountain home,43.13,-115.69,54.88,54,0,10.36,US,1697607705
444,punakha,27.58,89.86,75.31,43,41,3.83,BT,1697607705
445,bamboo flat,11.7,92.72,87.89,70,40,6.91,IN,1697607705
446,hartford city,40.45,-85.37,46.42,89,41,7.67,US,1697607705
447,sorong,-0.88,131.25,83.73,75,33,6.58,ID,1697607705
448,erenhot,43.65,111.98,53.35,17,5,21.94,CN,1697607705
449,ponnani,10.77,75.93,83.52,75,88,1.07,IN,1697607706
450,tacotalpa,17.6,-92.82,70.86,89,81,3.89,MX,1697607706
451,allapalli,19.42,80.07,89.24,47,10,1.23,IN,1697607706
452,balqash,46.85,75.0,50.59,53,0,11.18,KZ,1697607706
453,xilin hot,43.97,116.03,52.81,20,34,22.88,CN,1697607706
454,kitui,-1.37,38.01,70.09,71,100,5.28,KE,1697607706
455,sovetskaya gavan',48.97,140.29,54.1,56,69,4.29,RU,1697607706
456,santana,-0.06,-51.18,84.38,79,75,8.05,BR,1697607706
457,rathenow,52.61,12.34,37.4,88,12,4.92,DE,1697607707
458,trnava,48.38,17.59,42.22,76,0,4.45,SK,1697607707
459,pauini,-7.71,-66.98,72.68,95,43,1.43,BR,1697607707
460,madalena,41.22,-8.33,63.18,96,96,8.3,PT,1697607707
461,rantepao,-2.97,119.9,80.46,68,71,4.18,ID,1697607707
462,wellington,-41.29,174.78,59.56,82,70,16.11,NZ,1697607707
463,albufeira,37.09,-8.25,69.64,86,56,8.3,PT,1697607707
464,skikda,36.88,6.91,75.07,37,34,10.4,DZ,1697607707
465,san patricio,28.02,-97.52,69.64,53,0,6.33,US,1697607707
466,sahaswan,28.08,78.75,83.41,38,0,9.84,IN,1697607708
467,ushachy,55.18,28.6,43.57,74,100,13.44,BY,1697607708
468,barcelos,41.54,-8.62,65.84,89,100,8.84,PT,1697607708
469,tateyama,34.98,139.87,71.78,68,14,6.35,JP,1697607708
470,fort stockton,30.89,-102.88,66.25,37,0,14.97,US,1697607708
471,tomohon,1.33,124.84,83.34,62,45,2.26,ID,1697607708
472,quang ngai,15.12,108.8,80.11,84,100,0.34,VN,1697607708
473,port douglas,-16.48,145.47,77.85,71,83,15.61,AU,1697607708
474,balangir,20.72,83.48,86.5,54,1,5.06,IN,1697607708
475,sungai penuh,-2.08,101.38,84.78,34,63,3.62,ID,1697607709
476,jolo,6.05,121.02,84.34,75,48,0.96,PH,1697607709
477,acucena,-19.07,-42.55,64.92,68,24,0.94,BR,1697607709
478,greenville,35.61,-77.37,56.12,91,100,0.0,US,1697607709
479,zaysan,47.47,84.87,53.62,36,0,2.91,KZ,1697607709
480,yorkton,51.22,-102.47,40.84,100,20,8.05,CA,1697607709
481,nuku'alofa,-21.13,-175.2,73.74,73,20,16.11,TO,1697607709
482,marine corps base hawaii - mcbh,21.45,-157.75,80.56,82,99,1.99,US,1697607709
483,ust'-kut,56.79,105.77,30.43,81,100,8.01,RU,1697607451
484,labrador city,52.95,-66.91,35.51,80,100,8.05,CA,1697607710
485,axim,4.87,-2.24,75.65,90,43,3.04,GH,1697607710
486,port elizabeth,-33.92,25.57,70.32,68,0,7.0,ZA,1697607710
487,idri,27.5,13.27,71.46,22,7,3.87,LY,1697607710
488,la gi,10.67,107.78,84.79,76,93,12.62,VN,1697607710
489,la punta,-33.18,-66.31,58.39,33,59,14.97,AR,1697607710
490,porto novo,6.5,2.6,73.22,88,63,1.01,BJ,1697607710
491,long xuyen,10.38,105.42,87.75,62,89,9.98,VN,1697607710
492,kongolo,-5.38,27.0,72.64,89,99,0.89,CD,1697607710
493,adre,13.47,22.2,77.02,23,61,17.0,TD,1697607711
494,melendugno,40.27,18.34,53.69,100,20,2.3,IT,1697607711
495,namtsy,62.72,129.67,25.03,69,100,4.54,RU,1697607711
496,saipan,15.14,145.7,88.5,74,20,13.8,MP,1697607711
497,saint-philippe,-21.36,55.77,80.19,78,77,7.92,RE,1697607711
498,siluko,6.54,5.16,72.52,91,99,1.83,NG,1697607711
499,severnoye,56.35,78.36,52.99,70,19,8.99,RU,1697607711
500,manvi,15.98,77.05,90.77,36,21,10.04,IN,1697607711
501,coyhaique,-45.58,-72.07,47.01,87,0,6.91,CL,1697607712
502,cimitarra,6.31,-73.95,73.53,92,99,2.62,CO,1697607712
503,bartica,6.4,-58.62,77.32,99,50,1.5,GY,1697607712
504,pristen',51.24,36.7,39.25,68,19,14.14,RU,1697607712
505,caibarien,22.52,-79.47,70.92,70,96,10.8,CU,1697607712
506,gonabad,34.35,58.68,68.07,34,0,0.0,IR,1697607712
507,paphos,34.77,32.42,69.58,73,20,5.75,CY,1697607712
508,coari,-4.08,-63.14,77.16,72,59,0.94,BR,1697607712
509,mont-dore,-22.28,166.58,73.38,89,87,8.01,NC,1697607713
510,constantia,44.18,28.65,52.7,62,100,7.9,RO,1697607713
511,opuwo,-18.06,13.84,73.02,14,10,3.33,NA,1697607713
512,notodden,59.56,9.26,39.52,100,0,2.3,NO,1697607713
513,san jose del guaviare,2.57,-72.65,71.89,98,9,0.54,CO,1697607713
514,pandan,14.05,124.17,85.71,71,36,9.46,PH,1697607713
515,mitu,1.2,-70.17,72.27,98,80,1.23,CO,1697607713
516,mandalgovi,45.76,106.27,46.35,28,26,19.1,MN,1697607713
517,nogliki,51.83,143.17,48.34,84,85,7.0,RU,1697607713
518,patnanungan,14.78,122.18,81.52,85,71,17.0,PH,1697607714
519,hotan,37.1,79.93,62.74,20,93,8.28,CN,1697607714
520,thinadhoo,0.53,72.93,81.21,78,83,11.1,MV,1697607714
521,khairpur tamewah,29.58,72.24,80.64,38,0,4.41,PK,1697607714
522,glubokiy,48.52,40.33,39.11,54,25,5.79,RU,1697607714
523,chebba,35.24,11.12,76.71,34,17,12.3,TN,1697607714
524,port lincoln,-34.73,135.87,70.18,47,0,5.86,AU,1697607714
525,soio,-6.13,12.37,77.77,84,100,5.7,AO,1697607714
526,nova xavantina,-14.67,-52.35,78.35,39,5,2.17,BR,1697607715
527,san antonio de pale,-1.4,5.63,78.1,84,97,9.82,GQ,1697607715
528,villa elisa,-25.37,-57.62,78.39,65,0,5.75,PY,1697607715
529,baturaja,-4.13,104.17,99.59,26,90,8.43,ID,1697607715
530,el granada,37.5,-122.47,64.63,90,100,9.22,US,1697607715
531,masterton,-40.96,175.66,59.88,85,74,2.33,NZ,1697607715
532,hotarele,44.17,26.37,52.03,70,100,5.66,RO,1697607715
533,tual,-5.67,132.75,80.73,74,58,7.31,ID,1697607716
534,samalut,28.31,30.71,72.25,67,0,10.36,EG,1697607716
535,nantucket,41.28,-70.1,53.65,89,40,3.44,US,1697607716
536,torit,4.41,32.57,80.31,68,75,0.29,SS,1697607716
537,sompeta,18.93,84.6,85.57,65,27,4.74,IN,1697607716
538,motygino,58.18,94.76,40.78,75,39,1.99,RU,1697607716
539,awjilah,29.11,21.29,70.5,55,0,2.82,LY,1697607716
540,makoua,0.01,15.63,71.96,98,100,2.19,CG,1697607716
541,vetluzhskiy,58.39,45.47,35.04,97,100,17.0,RU,1697607717
542,al jumum,21.62,39.7,86.7,43,16,3.62,SA,1697607717
543,mena,51.52,32.22,41.23,67,91,10.85,UA,1697607717
544,weno,7.45,151.85,84.31,71,70,5.95,FM,1697607717
545,dunedin,-45.87,170.5,55.8,71,23,3.0,NZ,1697607717
546,port augusta,-32.5,137.77,85.24,12,0,4.94,AU,1697607717
547,happy valley-goose bay,53.32,-60.33,39.51,81,75,8.05,CA,1697607717
548,sidi akkacha,36.46,1.3,71.89,53,64,10.74,DZ,1697607717
549,enewetak,11.35,162.34,83.62,76,17,13.98,MH,1697607718
550,hasaki,35.73,140.83,73.8,59,92,7.87,JP,1697607718
551,vernon,50.26,-119.27,52.61,79,100,1.14,CA,1697607718
552,north platte,41.12,-100.77,46.29,81,0,0.0,US,1697607718
553,tartouss,34.89,35.89,74.28,65,17,5.68,SY,1697607718
554,freetown,8.48,-13.23,74.91,94,75,6.91,SL,1697607718
555,buxton,53.26,-1.91,49.42,92,100,5.01,GB,1697607718
556,tomatlan,19.93,-105.25,76.57,93,100,2.15,MX,1697607719
557,ta`u,-14.23,-169.51,79.38,80,89,24.05,AS,1697607719
558,vilyuysk,63.76,121.62,26.19,96,100,5.01,RU,1697607719
559,leshan,29.56,103.76,68.7,85,100,4.88,CN,1697607719
560,carbondale,37.73,-89.22,52.05,86,0,4.61,US,1697607662
561,dampit,-8.21,112.75,89.17,42,57,8.16,ID,1697607719
562,san andres,12.58,-81.7,84.22,84,20,6.91,CO,1697607653
563,port blair,11.67,92.75,87.84,70,40,6.91,IN,1697607719
564,es castell,39.88,4.29,72.28,100,20,3.44,ES,1697607720
565,miastko,54.0,16.98,44.37,87,89,10.25,PL,1697607477
566,ambovombe,-25.17,46.08,76.32,73,100,6.82,MG,1697607720
567,jiuquan,39.74,98.52,49.6,32,99,9.44,CN,1697607720
568,mata-utu,-13.28,-176.17,80.92,79,100,20.33,WF,1697607720
569,guaruja,-23.99,-46.26,73.89,26,100,7.47,BR,1697607720
